ds_municipio_hp;cd_estacao_sigla_hc;cd_celula_name_hp;cd_celula_hp;ds_nome_cdo_hp;ds_cdo_est_operacional;cd_cdo_ptp_name
CAMPINAS;SP;;;CDOI-0000;"";""
CAMPINAS;SP;36 (VLG) SECUNDARIA - 2602283590;;CDOI-0000;"";""
CAMPINAS;SP;56 (CAS1) SECUNDARIA - 1884477127;;CDOI-0000;"";""
CAMPINAS;SP;1 (VLG) Secundária;1;CDOE-102;"";""
CAMPINAS;VLG;1 (VLG) Secundária;1;CDOE-103;EM SERVIÇO;1
CAMPINAS;SP;1 (VLG) Secundária;1;CDOE-103;"";""
CAMPINAS;SP;1 (CJD) Secundária;1;CDOE-103;"";""
CAMPINAS;"";1 (CJD) Secundária;1;CDOE-104;"";""
CAMPINAS;SP;1 (VLG) Secundária;1;CDOE-105;"";""
CAMPINAS;SP;1 (VLG) Secundária;1;CDOE-106;"";""
CAMPINAS;VLG;1 (VLG) Secundária;1;CDOE-106;EM SERVIÇO;1
CAMPINAS;CAS1;1 (CAS1) Secundária;1;CDOE-109;EM SERVIÇO;1
CAMPINAS;SP;1 (CAS1) Secundária;1;CDOE-111;"";""
CAMPINAS;CAS1;1 (CAS1) Secundária;1;CDOE-111;EM SERVIÇO;1
CAMPINAS;CAS1;1 (CAS1) Secundária;1;CDOE-112;EM SERVIÇO;2
CAMPINAS;SP;1 (CAS1) Secundária;1;CDOE-112;"";""
CAMPINAS;SP;1 (CAS1) Secundária;1;CDOE-120;"";""
CAMPINAS;CAS1;1 (CAS1) Secundária;1;CDOE-125;"";""
CAMPINAS;CAS1;1 (CAS1) Secundária;1;CDOE-127;EM SERVIÇO;1
CAMPINAS;SP;10 (VLG) Secundária;10;CDOE-1001;"";""
CAMPINAS;SP;10 (VLG) Secundária;10;CDOE-1002;"";""
CAMPINAS;VLG;10 (VLG) Secundária;10;CDOE-1003;EM SERVIÇO;1
CAMPINAS;VLG;10 (VLG) Secundária;10;CDOE-1008;"";""
CAMPINAS;SP;10 (CJD) Secundária;10;CDOE-1008;"";""
CAMPINAS;VLG;10 (VLG) Secundária;10;CDOE-1009;"";""
CAMPINAS;CJD;10 (CJD) Secundária;10;CDOE-1011;EM SERVIÇO;1
CAMPINAS;SP;10 (CJD) Secundária;10;CDOE-1012;"";""
CAMPINAS;VLG;10 (VLG) Secundária;10;CDOE-1012;EM SERVIÇO;1
CAMPINAS;VLG;10 (VLG) Secundária;10;CDOE-1012;EM SERVIÇO;2
CAMPINAS;PPF;10 (PPF) Secundária;10;CDOE-1014;EM SERVIÇO;1
CAMPINAS;PPF;10 (PPF) Secundária;10;CDOE-1024;EM SERVIÇO;1
CAMPINAS;PPF;10 (PPF) Secundária;10;CDOE-1024;EM SERVIÇO;1
CAMPINAS;SP;100 (CJD) Secundária;100;CDOE-10001;"";""
CAMPINAS;SP;100 (PPF) Secundária;100;CDOE-10001;"";""
CAMPINAS;PPF;100 (PPF) Secundária;100;CDOE-10001;EM SERVIÇO;1
CAMPINAS;PPF;100 (PPF) Secundária;100;CDOE-10001;"";""
CAMPINAS;PPF;100 (PPF) Secundária;100;CDOE-10001;EM SERVIÇO;3
CAMPINAS;CJD;100 (CJD) Secundária;100;CDOE-10001;EM SERVIÇO;2
CAMPINAS;SP;100 (CJD) Secundária;100;CDOE-10001;"";""
CAMPINAS;PPF;100 (PPF) Secundária;100;CDOE-10001;"";""
CAMPINAS;SP;100 (CAS1) Secundária;100;CDOE-10002;"";""
CAMPINAS;PPF;100 (PPF) Secundária;100;CDOE-10002;EM SERVIÇO;1
CAMPINAS;SP;100 (CAS1) Secundária;100;CDOE-10003;"";""
CAMPINAS;PPF;100 (PPF) Secundária;100;CDOE-10003;"";""
CAMPINAS;SP;100 (PPF) Secundária;100;CDOE-10003;"";""
CAMPINAS;PPF;100 (PPF) Secundária;100;CDOE-10004;"";""
CAMPINAS;PPF;100 (PPF) Secundária;100;CDOE-10004;EM SERVIÇO;2
CAMPINAS;CJD;100 (CJD) Secundária;100;CDOE-10005;EM SERVIÇO;1
CAMPINAS;SP;100 (CJD) Secundária;100;CDOE-10005;"";""
CAMPINAS;CAS1;100 (CAS1) Secundária;100;CDOE-10009;EM SERVIÇO;2
CAMPINAS;CAS1;100 (CAS1) Secundária;100;CDOE-10009;"";""
CAMPINAS;PPF;100 (PPF) Secundária;100;CDOE-10009;"";""
CAMPINAS;PPF;100 (PPF) Secundária;100;CDOE-10010;EM SERVIÇO;1
CAMPINAS;SP;100 (CJD) Secundária;100;CDOE-10012;"";""
CAMPINAS;CJD;100 (CJD) Secundária;100;CDOE-10016;EM SERVIÇO;1
CAMPINAS;CAS1;100 (CAS1) Secundária;100;CDOE-10017;"";""
CAMPINAS;SP;101 (CJD) Secundária;101;CDOE-10101;"";""
CAMPINAS;SP;101 (CAS1) Secundária;101;CDOE-10101;"";""
CAMPINAS;SP;101 (CJD) Secundária;101;CDOE-10102;"";""
CAMPINAS;SP;101 (CJD) Secundária;101;CDOE-10102;"";""
CAMPINAS;SP;101 (CAS1) Secundária;101;CDOE-10102;"";""
CAMPINAS;SP;101 (CJD) Secundária;101;CDOE-10103;"";""
CAMPINAS;CJD;101 (CJD) Secundária;101;CDOE-10104;EM SERVIÇO;2
CAMPINAS;CAS1;101 (CAS1) Secundária;101;CDOE-10105;"";""
CAMPINAS;CJD;101 (CJD) Secundária;101;CDOE-10105;"";""
CAMPINAS;CJD;101 (CJD) Secundária;101;CDOE-10105;EM SERVIÇO;1
CAMPINAS;CJD;101 (CJD) Secundária;101;CDOE-10105;"";""
CAMPINAS;CAS1;101 (CAS1) Secundária;101;CDOE-10105;"";""
CAMPINAS;CAS1;101 (CAS1) Secundária;101;CDOE-10105;"";""
CAMPINAS;CAS1;101 (CAS1) Secundária;101;CDOE-10105;EM SERVIÇO;2
CAMPINAS;CJD;101 (CJD) Secundária;101;CDOE-10106;EM SERVIÇO;1
CAMPINAS;CAS1;101 (CAS1) Secundária;101;CDOE-10113;"";""
CAMPINAS;SP;101 (CAS1) Secundária;101;CDOE-10113;"";""
CAMPINAS;CAS1;101 (CAS1) Secundária;101;CDOE-10114;EM SERVIÇO;1
CAMPINAS;SP;101 (CAS1) Secundária;101;CDOE-10115;"";""
CAMPINAS;SP;102 (PPF) Secundária;102;CDOE-10201;"";""
CAMPINAS;PPF;102 (PPF) Secundária;102;CDOE-10202;EM SERVIÇO;2
CAMPINAS;PPF;102 (PPF) Secundária;102;CDOE-10202;EM SERVIÇO;1
CAMPINAS;SP;102 (PPF) Secundária;102;CDOE-10202;"";""
CAMPINAS;SP;102 (CJD) Secundária;102;CDOE-10202;"";""
CAMPINAS;PPF;102 (PPF) Secundária;102;CDOE-10203;"";""
CAMPINAS;SP;102 (PPF) Secundária;102;CDOE-10204;"";""
CAMPINAS;SP;102 (CJD) Secundária;102;CDOE-10204;"";""
CAMPINAS;CJD;102 (CJD) Secundária;102;CDOE-10204;"";""
CAMPINAS;SP;102 (PPF) Secundária;102;CDOE-10204;"";""
CAMPINAS;CAS1;102 (CAS1) Secundária;102;CDOE-10204;EM SERVIÇO;2
CAMPINAS;CJD;102 (CJD) Secundária;102;CDOE-10205;EM SERVIÇO;2
CAMPINAS;SP;102 (CJD) Secundária;102;CDOE-10207;"";""
CAMPINAS;SP;102 (PPF) Secundária;102;CDOE-10209;"";""
CAMPINAS;SP;102 (CJD) Secundária;102;CDOE-10209;"";""
CAMPINAS;SP;102 (CJD) Secundária;102;CDOE-10209;"";""
CAMPINAS;PPF;102 (PPF) Secundária;102;CDOE-10209;EM SERVIÇO;1
CAMPINAS;SP;102 (PPF) Secundária;102;CDOE-10209;"";""
CAMPINAS;SP;102 (CAS1) Secundária;102;CDOE-10209;"";""
CAMPINAS;SP;102 (CAS1) Secundária;102;CDOE-10209;"";""
CAMPINAS;PPF;102 (PPF) Secundária;102;CDOE-10210;EM SERVIÇO;2
CAMPINAS;SP;102 (CJD) Secundária;102;CDOE-10210;"";""
CAMPINAS;SP;102 (CJD) Secundária;102;CDOE-10210;"";""
CAMPINAS;PPF;102 (PPF) Secundária;102;CDOE-10210;EM SERVIÇO;1
CAMPINAS;SP;102 (PPF) Secundária;102;CDOE-10211;"";""
CAMPINAS;SP;102 (PPF) Secundária;102;CDOE-10212;"";""
CAMPINAS;SP;102 (PPF) Secundária;102;CDOE-10212;"";""
CAMPINAS;PPF;102 (PPF) Secundária;102;CDOE-10213;"";""
CAMPINAS;SP;102 (CAS1) Secundária;102;CDOE-10217;"";""
CAMPINAS;CAS1;102 (CAS1) Secundária;102;CDOE-10218;"";""
CAMPINAS;CAS1;102 (CAS1) Secundária;102;CDOE-10218;EM SERVIÇO;1
CAMPINAS;SP;102 (CAS1) Secundária;102;CDOE-10218;"";""
CAMPINAS;CAS1;102 (CAS1) Secundária;102;CDOE-10219;EM SERVIÇO;2
CAMPINAS;CAS1;102 (CAS1) Secundária;102;CDOE-10219;EM SERVIÇO;1
CAMPINAS;PPF;102 (PPF) Secundária;102;CDOE-10220;EM SERVIÇO;1
CAMPINAS;CJD;103 (CJD) Secundária;103;CDOE-10301;EM SERVIÇO;1
CAMPINAS;CJD;103 (CJD) Secundária;103;CDOE-10301;EM SERVIÇO;2
CAMPINAS;PPF;103 (PPF) Secundária;103;CDOE-10301;EM SERVIÇO;2
CAMPINAS;PPF;103 (PPF) Secundária;103;CDOE-10302;EM SERVIÇO;1
CAMPINAS;CJD;103 (CJD) Secundária;103;CDOE-10302;EM SERVIÇO;3
CAMPINAS;SP;103 (CJD) Secundária;103;CDOE-10302;"";""
CAMPINAS;SP;103 (CJD) Secundária;103;CDOE-10302;"";""
CAMPINAS;SP;103 (PPF) Secundária;103;CDOE-10302;"";""
CAMPINAS;SP;103 (CJD) Secundária;103;CDOE-10303;"";""
CAMPINAS;CJD;103 (CJD) Secundária;103;CDOE-10303;EM SERVIÇO;1
CAMPINAS;PPF;103 (PPF) Secundária;103;CDOE-10303;"";""
CAMPINAS;SP;103 (PPF) Secundária;103;CDOE-10303;"";""
CAMPINAS;CJD;103 (CJD) Secundária;103;CDOE-10304;EM SERVIÇO;4
CAMPINAS;CJD;103 (CJD) Secundária;103;CDOE-10304;EM SERVIÇO;6
CAMPINAS;CJD;103 (CJD) Secundária;103;CDOE-10304;EM SERVIÇO;1
CAMPINAS;SP;103 (CJD) Secundária;103;CDOE-10304;"";""
CAMPINAS;CJD;103 (CJD) Secundária;103;CDOE-10304;EM SERVIÇO;3
CAMPINAS;SP;103 (PPF) Secundária;103;CDOE-10304;"";""
CAMPINAS;CJD;103 (CJD) Secundária;103;CDOE-10304;EM SERVIÇO;2
CAMPINAS;SP;103 (CJD) Secundária;103;CDOE-10305;"";""
CAMPINAS;SP;103 (CJD) Secundária;103;CDOE-10305;"";""
CAMPINAS;SP;103 (CJD) Secundária;103;CDOE-10305;"";""
CAMPINAS;PPF;103 (PPF) Secundária;103;CDOE-10309;EM SERVIÇO;3
CAMPINAS;PPF;103 (PPF) Secundária;103;CDOE-10309;EM SERVIÇO;1
CAMPINAS;SP;103 (PPF) Secundária;103;CDOE-10312;"";""
CAMPINAS;SP;103 (PPF) Secundária;103;CDOE-10312;"";""
CAMPINAS;SP;103 (PPF) Secundária;103;CDOE-10318;"";""
CAMPINAS;PPF;103 (PPF) Secundária;103;CDOE-10319;EM SERVIÇO;1
CAMPINAS;SP;103 (PPF) Secundária;103;CDOE-10320;"";""
CAMPINAS;SP;103 (PPF) Secundária;103;CDOE-10320;"";""
CAMPINAS;SP;103 (PPF) Secundária;103;CDOE-10324;"";""
CAMPINAS;PPF;103 (PPF) Secundária;103;CDOE-10324;EM SERVIÇO;1
CAMPINAS;PPF;103 (PPF) Secundária;103;CDOE-10325;EM SERVIÇO;1
CAMPINAS;PPF;103 (PPF) Secundária;103;CDOE-10325;"";""
CAMPINAS;PPF;103 (PPF) Secundária;103;CDOE-10326;EM SERVIÇO;1
CAMPINAS;PPF;103 (PPF) Secundária;103;CDOE-10326;EM SERVIÇO;2
CAMPINAS;SP;103 (PPF) Secundária;103;CDOE-10327;"";""
CAMPINAS;PPF;103 (PPF) Secundária;103;CDOE-10327;EM SERVIÇO;1
CAMPINAS;SP;103 (PPF) Secundária;103;CDOE-10327;"";""
CAMPINAS;SP;104 (CJD) Secundária;104;CDOE-10401;"";""
CAMPINAS;SP;104 (CJD) Secundária;104;CDOE-10401;"";""
CAMPINAS;CJD;104 (CJD) Secundária;104;CDOE-10401;"";""
CAMPINAS;SP;104 (CJD) Secundária;104;CDOE-10401;"";""
CAMPINAS;PPF;104 (PPF) Secundária;104;CDOE-10401;EM SERVIÇO;1
CAMPINAS;PPF;104 (PPF) Secundária;104;CDOE-10401;EM SERVIÇO;3
CAMPINAS;SP;104 (CJD) Secundária;104;CDOE-10401;"";""
CAMPINAS;SP;104 (PPF) Secundária;104;CDOE-10401;"";""
CAMPINAS;SP;104 (CJD) Secundária;104;CDOE-10401;"";""
CAMPINAS;SP;104 (CJD) Secundária;104;CDOE-10401;"";""
CAMPINAS;SP;104 (PPF) Secundária;104;CDOE-10402;"";""
CAMPINAS;PPF;104 (PPF) Secundária;104;CDOE-10402;EM SERVIÇO;5
CAMPINAS;PPF;104 (PPF) Secundária;104;CDOE-10402;"";""
CAMPINAS;SP;104 (CJD) Secundária;104;CDOE-10402;"";""
CAMPINAS;PPF;104 (PPF) Secundária;104;CDOE-10402;"";""
CAMPINAS;SP;104 (PPF) Secundária;104;CDOE-10402;"";""
CAMPINAS;SP;104 (PPF) Secundária;104;CDOE-10402;"";""
CAMPINAS;SP;104 (PPF) Secundária;104;CDOE-10402;"";""
CAMPINAS;SP;104 (PPF) Secundária;104;CDOE-10402;"";""
CAMPINAS;SP;104 (PPF) Secundária;104;CDOE-10402;"";""
CAMPINAS;SP;104 (PPF) Secundária;104;CDOE-10402;"";""
CAMPINAS;PPF;104 (PPF) Secundária;104;CDOE-10402;EM SERVIÇO;1
CAMPINAS;SP;104 (CJD) Secundária;104;CDOE-10403;"";""
CAMPINAS;SP;104 (CJD) Secundária;104;CDOE-10403;"";""
CAMPINAS;CJD;104 (CJD) Secundária;104;CDOE-10403;EM SERVIÇO;1
CAMPINAS;SP;104 (CJD) Secundária;104;CDOE-10404;"";""
CAMPINAS;CJD;104 (CJD) Secundária;104;CDOE-10404;"";""
CAMPINAS;SP;104 (PPF) Secundária;104;CDOE-10404;"";""
CAMPINAS;PPF;104 (PPF) Secundária;104;CDOE-10404;EM SERVIÇO;1
CAMPINAS;SP;104 (CAS1) Secundária;104;CDOE-10404;"";""
CAMPINAS;CJD;104 (CJD) Secundária;104;CDOE-10405;EM SERVIÇO;1
CAMPINAS;SP;104 (PPF) Secundária;104;CDOE-10408;"";""
CAMPINAS;PPF;104 (PPF) Secundária;104;CDOE-10408;EM SERVIÇO;1
CAMPINAS;CAS1;104 (CAS1) Secundária;104;CDOE-10409;"";""
CAMPINAS;CJD;104 (CJD) Secundária;104;CDOE-10410;EM SERVIÇO;1
CAMPINAS;PPF;104 (PPF) Secundária;104;CDOE-10410;EM SERVIÇO;2
CAMPINAS;SP;104 (CAS1) Secundária;104;CDOE-10410;"";""
CAMPINAS;CJD;104 (CJD) Secundária;104;CDOE-10410;EM SERVIÇO;3
CAMPINAS;CJD;104 (CJD) Secundária;104;CDOE-10410;EM SERVIÇO;2
CAMPINAS;CAS1;104 (CAS1) Secundária;104;CDOE-10410;"";""
CAMPINAS;SP;104 (CJD) Secundária;104;CDOE-10410;"";""
CAMPINAS;PPF;104 (PPF) Secundária;104;CDOE-10411;EM SERVIÇO;6
CAMPINAS;SP;104 (PPF) Secundária;104;CDOE-10411;"";""
CAMPINAS;PPF;104 (PPF) Secundária;104;CDOE-10411;Em Serviço;2
CAMPINAS;SP;104 (PPF) Secundária;104;CDOE-10411;"";""
CAMPINAS;SP;104 (PPF) Secundária;104;CDOE-10411;"";""
CAMPINAS;PPF;104 (PPF) Secundária;104;CDOE-10411;Em Serviço;2
CAMPINAS;PPF;104 (PPF) Secundária;104;CDOE-10411;EM SERVIÇO;4
CAMPINAS;PPF;104 (PPF) Secundária;104;CDOE-10411;EM SERVIÇO;3
CAMPINAS;SP;104 (CAS1) Secundária;104;CDOE-10412;"";""
CAMPINAS;CAS1;104 (CAS1) Secundária;104;CDOE-10412;"";""
CAMPINAS;CAS1;104 (CAS1) Secundária;104;CDOE-10412;"";""
CAMPINAS;CJD;104 (CJD) Secundária;104;CDOE-10412;EM SERVIÇO;1
CAMPINAS;SP;104 (PPF) Secundária;104;CDOE-10417;"";""
CAMPINAS;SP;104 (PPF) Secundária;104;CDOE-10417;"";""
CAMPINAS;PPF;104 (PPF) Secundária;104;CDOE-10418;EM SERVIÇO;1
CAMPINAS;PPF;104 (PPF) Secundária;104;CDOE-10418;EM SERVIÇO;2
CAMPINAS;SP;104 (CAS1) Secundária;104;CDOE-10418;"";""
CAMPINAS;CAS1;104 (CAS1) Secundária;104;CDOE-10418;EM SERVIÇO;2
CAMPINAS;SP;104 (CAS1) Secundária;104;CDOE-10419;"";""
CAMPINAS;SP;105 (PPF) Secundária;105;CDOE-10501;"";""
CAMPINAS;SP;105 (PPF) Secundária;105;CDOE-10501;"";""
CAMPINAS;SP;105 (PPF) Secundária;105;CDOE-10501;"";""
CAMPINAS;PPF;105 (PPF) Secundária;105;CDOE-10502;EM SERVIÇO;2
CAMPINAS;CJD;105 (CJD) Secundária;105;CDOE-10502;EM SERVIÇO;4
CAMPINAS;SP;105 (CJD) Secundária;105;CDOE-10502;"";""
CAMPINAS;PPF;105 (PPF) Secundária;105;CDOE-10502;EM SERVIÇO;1
CAMPINAS;SP;105 (CJD) Secundária;105;CDOE-10502;"";""
CAMPINAS;CJD;105 (CJD) Secundária;105;CDOE-10502;EM SERVIÇO;1
CAMPINAS;SP;105 (PPF) Secundária;105;CDOE-10502;"";""
CAMPINAS;SP;105 (PPF) Secundária;105;CDOE-10502;"";""
CAMPINAS;CJD;105 (CJD) Secundária;105;CDOE-10502;EM SERVIÇO;3
CAMPINAS;PPF;105 (PPF) Secundária;105;CDOE-10502;EM SERVIÇO;6
CAMPINAS;CJD;105 (CJD) Secundária;105;CDOE-10502;"";""
CAMPINAS;SP;105 (CJD) Secundária;105;CDOE-10503;"";""
CAMPINAS;SP;105 (PPF) Secundária;105;CDOE-10503;"";""
CAMPINAS;PPF;105 (PPF) Secundária;105;CDOE-10503;EM SERVIÇO;5
CAMPINAS;SP;105 (PPF) Secundária;105;CDOE-10503;"";""
CAMPINAS;PPF;105 (PPF) Secundária;105;CDOE-10504;EM SERVIÇO;5
CAMPINAS;CJD;105 (CJD) Secundária;105;CDOE-10504;EM SERVIÇO;3
CAMPINAS;SP;105 (PPF) Secundária;105;CDOE-10504;"";""
CAMPINAS;CJD;105 (CJD) Secundária;105;CDOE-10504;EM SERVIÇO;2
CAMPINAS;SP;105 (PPF) Secundária;105;CDOE-10504;"";""
CAMPINAS;CJD;105 (CJD) Secundária;105;CDOE-10506;"";""
CAMPINAS;CJD;105 (CJD) Secundária;105;CDOE-10506;EM SERVIÇO;1
CAMPINAS;SP;105 (PPF) Secundária;105;CDOE-10509;"";""
CAMPINAS;SP;105 (PPF) Secundária;105;CDOE-10509;"";""
CAMPINAS;SP;105 (PPF) Secundária;105;CDOE-10509;"";""
CAMPINAS;SP;105 (PPF) Secundária;105;CDOE-10509;"";""
CAMPINAS;PPF;105 (PPF) Secundária;105;CDOE-10510;EM SERVIÇO;1
CAMPINAS;PPF;105 (PPF) Secundária;105;CDOE-10510;EM SERVIÇO;2
CAMPINAS;SP;105 (PPF) Secundária;105;CDOE-10510;"";""
CAMPINAS;PPF;105 (PPF) Secundária;105;CDOE-10510;"";""
CAMPINAS;SP;105 (PPF) Secundária;105;CDOE-10510;"";""
CAMPINAS;SP;105 (PPF) Secundária;105;CDOE-10510;"";""
CAMPINAS;PPF;105 (PPF) Secundária;105;CDOE-10510;"";""
CAMPINAS;SP;105 (PPF) Secundária;105;CDOE-10511;"";""
CAMPINAS;SP;105 (PPF) Secundária;105;CDOE-10511;"";""
CAMPINAS;PPF;105 (PPF) Secundária;105;CDOE-10511;"";""
CAMPINAS;SP;105 (CJD) Secundária;105;CDOE-10512;"";""
CAMPINAS;CJD;105 (CJD) Secundária;105;CDOE-10512;"";""
CAMPINAS;PPF;105 (PPF) Secundária;105;CDOE-10515;EM SERVIÇO;1
CAMPINAS;SP;105 (CJD) Secundária;105;CDOE-10515;"";""
CAMPINAS;SP;105 (PPF) Secundária;105;CDOE-10515;"";""
CAMPINAS;PPF;105 (PPF) Secundária;105;CDOE-10515;EM SERVIÇO;3
CAMPINAS;SP;105 (PPF) Secundária;105;CDOE-10516;"";""
CAMPINAS;SP;105 (PPF) Secundária;105;CDOE-10516;"";""
CAMPINAS;SP;105 (PPF) Secundária;105;CDOE-10516;"";""
CAMPINAS;SP;105 (PPF) Secundária;105;CDOE-10516;"";""
CAMPINAS;SP;105 (PPF) Secundária;105;CDOE-10518;"";""
CAMPINAS;SP;105 (PPF) Secundária;105;CDOE-10522;"";""
CAMPINAS;PPF;105 (PPF) Secundária;105;CDOE-10524;EM SERVIÇO;2
CAMPINAS;SP;105 (PPF) Secundária;105;CDOE-10524;"";""
CAMPINAS;PPF;105 (PPF) Secundária;105;CDOE-10524;"";""
CAMPINAS;PPF;106 (PPF) Secundária;106;CDOE-10601;EM SERVIÇO;2
CAMPINAS;PPF;106 (PPF) Secundária;106;CDOE-10601;"";""
CAMPINAS;PPF;106 (PPF) Secundária;106;CDOE-10601;EM SERVIÇO;1
CAMPINAS;PPF;106 (PPF) Secundária;106;CDOE-10601;"";""
CAMPINAS;SP;106 (PPF) Secundária;106;CDOE-10602;"";""
CAMPINAS;PPF;106 (PPF) Secundária;106;CDOE-10602;EM SERVIÇO;2
CAMPINAS;SP;106 (PPF) Secundária;106;CDOE-10602;"";""
CAMPINAS;SP;106 (PPF) Secundária;106;CDOE-10602;"";""
CAMPINAS;PPF;106 (PPF) Secundária;106;CDOE-10602;EM SERVIÇO;2
CAMPINAS;SP;106 (PPF) Secundária;106;CDOE-10603;"";""
CAMPINAS;SP;106 (PPF) Secundária;106;CDOE-10603;"";""
CAMPINAS;PPF;106 (PPF) Secundária;106;CDOE-10603;EM SERVIÇO;4
CAMPINAS;PPF;106 (PPF) Secundária;106;CDOE-10604;EM SERVIÇO;1
CAMPINAS;PPF;106 (PPF) Secundária;106;CDOE-10604;"";""
CAMPINAS;SP;106 (CAS1) Secundária;106;CDOE-10605;"";""
CAMPINAS;SP;106 (CAS1) Secundária;106;CDOE-10605;"";""
CAMPINAS;SP;106 (CAS1) Secundária;106;CDOE-10605;"";""
CAMPINAS;SP;106 (CAS1) Secundária;106;CDOE-10605;"";""
CAMPINAS;SP;106 (CAS1) Secundária;106;CDOE-10607;"";""
CAMPINAS;CAS1;106 (CAS1) Secundária;106;CDOE-10607;EM SERVIÇO;1
CAMPINAS;SP;106 (CJD) Secundária;106;CDOE-10607;"";""
CAMPINAS;SP;106 (CAS1) Secundária;106;CDOE-10607;"";""
CAMPINAS;SP;106 (CAS1) Secundária;106;CDOE-10607;"";""
CAMPINAS;SP;106 (CJD) Secundária;106;CDOE-10607;"";""
CAMPINAS;CAS1;106 (CAS1) Secundária;106;CDOE-10607;EM SERVIÇO;5
CAMPINAS;SP;106 (CAS1) Secundária;106;CDOE-10607;"";""
CAMPINAS;PPF;106 (PPF) Secundária;106;CDOE-10609;EM SERVIÇO;1
CAMPINAS;PPF;106 (PPF) Secundária;106;CDOE-10609;EM SERVIÇO;3
CAMPINAS;SP;106 (PPF) Secundária;106;CDOE-10610;"";""
CAMPINAS;PPF;106 (PPF) Secundária;106;CDOE-10610;"";""
CAMPINAS;SP;106 (PPF) Secundária;106;CDOE-10610;"";""
CAMPINAS;CJD;106 (CJD) Secundária;106;CDOE-10610;"";""
CAMPINAS;PPF;106 (PPF) Secundária;106;CDOE-10610;"";""
CAMPINAS;PPF;106 (PPF) Secundária;106;CDOE-10611;EM SERVIÇO;1
CAMPINAS;SP;106 (CAS1) Secundária;106;CDOE-10611;"";""
CAMPINAS;SP;106 (PPF) Secundária;106;CDOE-10611;"";""
CAMPINAS;SP;106 (CAS1) Secundária;106;CDOE-10611;"";""
CAMPINAS;CAS1;106 (CAS1) Secundária;106;CDOE-10611;EM SERVIÇO;1
CAMPINAS;PPF;106 (PPF) Secundária;106;CDOE-10611;"";""
CAMPINAS;PPF;106 (PPF) Secundária;106;CDOE-10611;EM SERVIÇO;2
CAMPINAS;PPF;106 (PPF) Secundária;106;CDOE-10611;EM SERVIÇO;4
CAMPINAS;SP;106 (CAS1) Secundária;106;CDOE-10611;"";""
CAMPINAS;SP;106 (CAS1) Secundária;106;CDOE-10611;"";""
CAMPINAS;SP;106 (PPF) Secundária;106;CDOE-10611;"";""
CAMPINAS;SP;106 (PPF) Secundária;106;CDOE-10611;"";""
CAMPINAS;CJD;106 (CJD) Secundária;106;CDOE-10611;"";""
CAMPINAS;SP;106 (PPF) Secundária;106;CDOE-10612;"";""
CAMPINAS;PPF;106 (PPF) Secundária;106;CDOE-10612;EM SERVIÇO;1
CAMPINAS;SP;106 (PPF) Secundária;106;CDOE-10612;"";""
CAMPINAS;SP;106 (PPF) Secundária;106;CDOE-10612;"";""
CAMPINAS;SP;106 (PPF) Secundária;106;CDOE-10612;"";""
CAMPINAS;PPF;106 (PPF) Secundária;106;CDOE-10617;EM SERVIÇO;2
CAMPINAS;SP;106 (PPF) Secundária;106;CDOE-10617;"";""
CAMPINAS;SP;106 (PPF) Secundária;106;CDOE-10618;"";""
CAMPINAS;SP;106 (PPF) Secundária;106;CDOE-10618;"";""
CAMPINAS;PPF;106 (PPF) Secundária;106;CDOE-10618;"";""
CAMPINAS;PPF;106 (PPF) Secundária;106;CDOE-10619;EM SERVIÇO;2
CAMPINAS;PPF;106 (PPF) Secundária;106;CDOE-10619;EM SERVIÇO;1
CAMPINAS;PPF;106 (PPF) Secundária;106;CDOE-10619;EM SERVIÇO;3
CAMPINAS;SP;106 (PPF) Secundária;106;CDOE-10619;"";""
CAMPINAS;SP;106 (PPF) Secundária;106;CDOE-10620;"";""
CAMPINAS;SP;106 (PPF) Secundária;106;CDOE-10620;"";""
CAMPINAS;SP;106 (PPF) Secundária;106;CDOE-10620;"";""
CAMPINAS;SP;106 (PPF) Secundária;106;CDOE-10626;"";""
CAMPINAS;SP;106 (PPF) Secundária;106;CDOE-10626;"";""
CAMPINAS;SP;107 (PPF) Secundária;107;CDOE-10701;"";""
CAMPINAS;CAS1;107 (CAS1) Secundária;107;CDOE-10701;"";""
CAMPINAS;CAS1;107 (CAS1) Secundária;107;CDOE-10702;EM SERVIÇO;2
CAMPINAS;PPF;107 (PPF) Secundária;107;CDOE-10702;EM SERVIÇO;1
CAMPINAS;SP;107 (PPF) Secundária;107;CDOE-10702;"";""
CAMPINAS;PPF;107 (PPF) Secundária;107;CDOE-10702;EM SERVIÇO;2
CAMPINAS;CJD;107 (CJD) Secundária;107;CDOE-10702;EM SERVIÇO;1
CAMPINAS;CAS1;107 (CAS1) Secundária;107;CDOE-10702;EM SERVIÇO;2
CAMPINAS;PPF;107 (PPF) Secundária;107;CDOE-10703;"";""
CAMPINAS;SP;107 (PPF) Secundária;107;CDOE-10703;"";""
CAMPINAS;SP;107 (PPF) Secundária;107;CDOE-10703;"";""
CAMPINAS;SP;107 (CAS1) Secundária;107;CDOE-10703;"";""
CAMPINAS;SP;107 (PPF) Secundária;107;CDOE-10704;"";""
CAMPINAS;PPF;107 (PPF) Secundária;107;CDOE-10704;EM SERVIÇO;2
CAMPINAS;SP;107 (CAS1) Secundária;107;CDOE-10704;"";""
