ds_municipio_hp;cd_estacao_sigla_hc;cd_celula_name_hp;cd_celula_hp;ds_nome_cdo_hp;ds_cdo_est_operacional;cd_cdo_ptp_name
GUARULHOS;BGR;715 (BGR) Secundária;715;CDOE-71504;EM SERVIÇO;1
GUARULHOS;BGR;715 (BGR) Secundária;715;CDOE-71504;EM SERVIÇO;4
GUARULHOS;BGR;715 (BGR) Secundária;715;CDOE-71504;"";""
GUARULHOS;SP;715 (BGR) Secundária;715;CDOE-71504;"";""
GUARULHOS;BGR;715 (BGR) Secundária;715;CDOE-71505;EM SERVIÇO;6
GUARULHOS;BGR;715 (BGR) Secundária;715;CDOE-71505;EM SERVIÇO;1
GUARULHOS;BGR;715 (BGR) Secundária;715;CDOE-71505;"";""
GUARULHOS;BGR;715 (BGR) Secundária;715;CDOE-71505;EM SERVIÇO;2
GUARULHOS;BGR;715 (BGR) Secundária;715;CDOE-71505;EM SERVIÇO;3
GUARULHOS;BGR;715 (BGR) Secundária;715;CDOE-71505;"";""
GUARULHOS;SP;715 (BGR) Secundária;715;CDOE-71505;"";""
GUARULHOS;BGR;715 (BGR) Secundária;715;CDOE-71507;EM SERVIÇO;1
GUARULHOS;BGR;715 (BGR) Secundária;715;CDOE-71509;EM SERVIÇO;4
GUARULHOS;BGR;715 (BGR) Secundária;715;CDOE-71509;Em Serviço;
GUARULHOS;BGR;715 (BGR) Secundária;715;CDOE-71509;EM SERVIÇO;1
GUARULHOS;BGR;715 (BGR) Secundária;715;CDOE-71510;EM SERVIÇO;1
GUARULHOS;BGR;715 (BGR) Secundária;715;CDOE-71510;EM SERVIÇO;1
GUARULHOS;BGR;715 (BGR) Secundária;715;CDOE-71510;Em Serviço;
GUARULHOS;SP;715 (BGR) Secundária;715;CDOE-71510;"";""
GUARULHOS;BGR;715 (BGR) Secundária;715;CDOE-71510;EM SERVIÇO;5
GUARULHOS;SP;715 (BGR) Secundária;715;CDOE-71510;"";""
GUARULHOS;SP;719 (BGR) Secundária;719;CDOE-71903;"";""
GUARULHOS;BGR;719 (BGR) Secundária;719;CDOE-71905;EM SERVIÇO;1
GUARULHOS;SP;719 (BGR) Secundária;719;CDOE-71905;"";""
GUARULHOS;BGR;719 (BGR) Secundária;719;CDOE-71905;EM SERVIÇO;2
GUARULHOS;BGR;719 (BGR) Secundária;719;CDOE-71906;EM SERVIÇO;1
GUARULHOS;SP;719 (BGR) Secundária;719;CDOE-71907;"";""
GUARULHOS;BGR;719 (BGR) Secundária;719;CDOE-71907;EM SERVIÇO;1
GUARULHOS;SP;719 (BGR) Secundária;719;CDOE-71907;"";""
GUARULHOS;SP;719 (BGR) Secundária;719;CDOE-71908;"";""
GUARULHOS;SP;719 (BGR) Secundária;719;CDOE-71910;"";""
GUARULHOS;SP;719 (BGR) Secundária;719;CDOE-71910;"";""
GUARULHOS;SP;72 (BGR) Secundária;72;CDOE-7201;"";""
GUARULHOS;BGR;72 (BGR) Secundária;72;CDOE-7202;EM SERVIÇO;2
GUARULHOS;BGR;72 (BGR) Secundária;72;CDOE-7202;"";""
GUARULHOS;SP;72 (CSP) Secundária;72;CDOE-7203;"";""
GUARULHOS;BGR;72 (BGR) Secundária;72;CDOE-7203;EM SERVIÇO;2
GUARULHOS;CSP;72 (CSP) Secundária;72;CDOE-7203;EM SERVIÇO;2
GUARULHOS;CSP;72 (CSP) Secundária;72;CDOE-7203;EM SERVIÇO;1
GUARULHOS;BGR;72 (BGR) Secundária;72;CDOE-7203;EM SERVIÇO;1
GUARULHOS;CSP;72 (CSP) Secundária;72;CDOE-7203;EM SERVIÇO;4
GUARULHOS;BGR;72 (BGR) Secundária;72;CDOE-7205;"";""
GUARULHOS;BGR;72 (BGR) Secundária;72;CDOE-7205;EM SERVIÇO;2
GUARULHOS;BGR;72 (BGR) Secundária;72;CDOE-7205;EM SERVIÇO;1
GUARULHOS;SP;72 (BGR) Secundária;72;CDOE-7205;"";""
GUARULHOS;CSP;72 (CSP) Secundária;72;CDOE-7205;EM SERVIÇO;1
GUARULHOS;SP;72 (CSP) Secundária;72;CDOE-7206;"";""
GUARULHOS;CSP;72 (CSP) Secundária;72;CDOE-7206;EM SERVIÇO;1
GUARULHOS;SP;72 (CSP) Secundária;72;CDOE-7206;"";""
GUARULHOS;CSP;72 (CSP) Secundária;72;CDOE-7206;EM SERVIÇO;2
GUARULHOS;SP;72 (CSP) Secundária;72;CDOE-7206;"";""
GUARULHOS;SP;72 (CSP) Secundária;72;CDOE-7207;"";""
GUARULHOS;CSP;72 (CSP) Secundária;72;CDOE-7207;"";""
GUARULHOS;CSP;72 (CSP) Secundária;72;CDOE-7208;"";""
GUARULHOS;CSP;72 (CSP) Secundária;72;CDOE-7208;EM SERVIÇO;1
GUARULHOS;CSP;72 (CSP) Secundária;72;CDOE-7208;EM SERVIÇO;2
GUARULHOS;SP;72 (CSP) Secundária;72;CDOE-7208;"";""
GUARULHOS;CSP;72 (CSP) Secundária;72;CDOE-7209;EM SERVIÇO;2
GUARULHOS;CSP;72 (CSP) Secundária;72;CDOE-7209;EM SERVIÇO;3
GUARULHOS;BGR;72 (BGR) Secundária;72;CDOE-7209;EM SERVIÇO;1
GUARULHOS;SP;72 (BGR) Secundária;72;CDOE-7211;"";""
GUARULHOS;BGR;72 (BGR) Secundária;72;CDOE-7212;EM SERVIÇO;1
GUARULHOS;CSP;72 (CSP) Secundária;72;CDOE-7214;EM SERVIÇO;1
GUARULHOS;CSP;72 (CSP) Secundária;72;CDOE-7214;EM SERVIÇO;2
GUARULHOS;SP;720 (BGR) Secundária;720;CDOE-72001;"";""
GUARULHOS;BGR;720 (BGR) Secundária;720;CDOE-72001;EM SERVIÇO;1
GUARULHOS;;720 (BGR) Secundária;720;CDOE-72001;"";""
GUARULHOS;SP;720 (BGR) Secundária;720;CDOE-72004;"";""
GUARULHOS;BGR;720 (BGR) Secundária;720;CDOE-72009;EM SERVIÇO;1
GUARULHOS;SP;720 (BGR) Secundária;720;CDOE-72010;"";""
GUARULHOS;SP;720 (BGR) Secundária;720;CDOE-72012;"";""
GUARULHOS;SP;720 (BGR) Secundária;720;CDOE-72013;"";""
GUARULHOS;SP;721 (BGR) Secundária;721;CDOE-72101;"";""
GUARULHOS;BGR;721 (BGR) Secundária;721;CDOE-72101;EM SERVIÇO;2
GUARULHOS;BGR;721 (BGR) Secundária;721;CDOE-72102;EM SERVIÇO;1
GUARULHOS;BGR;721 (BGR) Secundária;721;CDOE-72103;"";""
GUARULHOS;BGR;721 (BGR) Secundária;721;CDOE-72103;EM SERVIÇO;2
GUARULHOS;BGR;721 (BGR) Secundária;721;CDOE-72105;EM SERVIÇO;1
GUARULHOS;BGR;721 (BGR) Secundária;721;CDOE-72108;"";""
GUARULHOS;BGR;721 (BGR) Secundária;721;CDOE-72109;EM SERVIÇO;1
GUARULHOS;SP;729 (BGR) Secundária;729;CDOE-72901;"";""
GUARULHOS;SP;729 (BGR) Secundária;729;CDOE-72901;"";""
GUARULHOS;BGR;729 (BGR) Secundária;729;CDOE-72904;Em Serviço;
GUARULHOS;SP;729 (BGR) Secundária;729;CDOE-72904;"";""
GUARULHOS;BGR;729 (BGR) Secundária;729;CDOE-72904;Em Serviço;
GUARULHOS;BGR;729 (BGR) Secundária;729;CDOE-72904;Em Serviço;
GUARULHOS;SP;729 (BGR) Secundária;729;CDOE-72906;"";""
GUARULHOS;BGR;729 (BGR) Secundária;729;CDOE-72906;EM SERVIÇO;1
GUARULHOS;BGR;729 (BGR) Secundária;729;CDOE-72908;Em Serviço;
GUARULHOS;SP;729 (BGR) Secundária;729;CDOE-72908;"";""
GUARULHOS;SP;729 (BGR) Secundária;729;CDOE-72908;"";""
GUARULHOS;BGR;73 (BGR) Secundária;73;CDOE-7301;EM SERVIÇO;1
GUARULHOS;BGR;73 (BGR) Secundária;73;CDOE-7301;EM SERVIÇO;2
GUARULHOS;CSP;73 (CSP) Secundária;73;CDOE-7301;EM SERVIÇO;1
GUARULHOS;BGR;73 (BGR) Secundária;73;CDOE-7302;EM SERVIÇO;1
GUARULHOS;BGR;73 (BGR) Secundária;73;CDOE-7302;EM SERVIÇO;2
GUARULHOS;CSP;73 (CSP) Secundária;73;CDOE-7303;"";""
GUARULHOS;CSP;73 (CSP) Secundária;73;CDOE-7303;"";""
GUARULHOS;SP;73 (CSP) Secundária;73;CDOE-7306;"";""
GUARULHOS;SP;73 (CSP) Secundária;73;CDOE-7306;"";""
GUARULHOS;SP;73 (CSP) Secundária;73;CDOE-7306;"";""
GUARULHOS;SP;73 (BGR) Secundária;73;CDOE-7308;"";""
GUARULHOS;CSP;73 (CSP) Secundária;73;CDOE-7308;EM SERVIÇO;1
GUARULHOS;BGR;73 (BGR) Secundária;73;CDOE-7309;"";""
GUARULHOS;BGR;73 (BGR) Secundária;73;CDOE-7311;EM SERVIÇO;1
GUARULHOS;BGR;73 (BGR) Secundária;73;CDOE-7311;"";""
GUARULHOS;BGR;73 (BGR) Secundária;73;CDOE-7313;"";""
GUARULHOS;SP;73 (BGR) Secundária;73;CDOE-7313;"";""
GUARULHOS;BGR;73 (BGR) Secundária;73;CDOE-7316;EM SERVIÇO;1
GUARULHOS;BGR;730 (BGR) Secundária;730;CDOE-73002;EM SERVIÇO;1
GUARULHOS;BGR;730 (BGR) Secundária;730;CDOE-73003;EM SERVIÇO;1
GUARULHOS;SP;730 (BGR) Secundária;730;CDOE-73004;"";""
GUARULHOS;BGR;731 (BGR) Secundária;731;CDOE-73104;"";""
GUARULHOS;SP;731 (BGR) Secundária;731;CDOE-73105;"";""
GUARULHOS;BGR;731 (BGR) Secundária;731;CDOE-73106;EM SERVIÇO;1
GUARULHOS;BGR;731 (BGR) Secundária;731;CDOE-73106;EM SERVIÇO;2
GUARULHOS;SP;731 (BGR) Secundária;731;CDOE-73107;"";""
GUARULHOS;BGR;731 (BGR) Secundária;731;CDOE-73107;"";""
GUARULHOS;SP;731 (BGR) Secundária;731;CDOE-73107;"";""
GUARULHOS;SP;731 (BGR) Secundária;731;CDOE-73107;"";""
GUARULHOS;BGR;731 (BGR) Secundária;731;CDOE-73108;EM SERVIÇO;1
GUARULHOS;BGR;731 (BGR) Secundária;731;CDOE-73112;EM SERVIÇO;2
GUARULHOS;SP;731 (BGR) Secundária;731;CDOE-73114;"";""
GUARULHOS;BGR;731 (BGR) Secundária;731;CDOE-73114;"";""
GUARULHOS;BGR;731 (BGR) Secundária;731;CDOE-73114;EM SERVIÇO;2
GUARULHOS;SP;731 (BGR) Secundária;731;CDOE-73115;"";""
GUARULHOS;SP;731 (BGR) Secundária;731;CDOE-73115;"";""
GUARULHOS;SP;732 (BGR) Secundária;732;CDOE-73201;"";""
GUARULHOS;BGR;732 (BGR) Secundária;732;CDOE-73201;EM SERVIÇO;2
GUARULHOS;BGR;732 (BGR) Secundária;732;CDOE-73201;"";""
GUARULHOS;BGR;732 (BGR) Secundária;732;CDOE-73202;Em Serviço;
GUARULHOS;BGR;732 (BGR) Secundária;732;CDOE-73203;Em Serviço;
GUARULHOS;BGR;732 (BGR) Secundária;732;CDOE-73204;EM SERVIÇO;2
GUARULHOS;BGR;732 (BGR) Secundária;732;CDOE-73204;EM SERVIÇO;1
GUARULHOS;BGR;732 (BGR) Secundária;732;CDOE-73205;EM SERVIÇO;3
GUARULHOS;BGR;732 (BGR) Secundária;732;CDOE-73205;EM SERVIÇO;1
GUARULHOS;SP;732 (BGR) Secundária;732;CDOE-73205;"";""
GUARULHOS;SP;732 (BGR) Secundária;732;CDOE-73207;"";""
GUARULHOS;BGR;732 (BGR) Secundária;732;CDOE-73207;EM SERVIÇO;1
GUARULHOS;BGR;732 (BGR) Secundária;732;CDOE-73207;Em Serviço;
GUARULHOS;BGR;732 (BGR) Secundária;732;CDOE-73207;EM SERVIÇO;2
GUARULHOS;SP;732 (BGR) Secundária;732;CDOE-73209;"";""
GUARULHOS;SP;732 (BGR) Secundária;732;CDOE-73209;"";""
GUARULHOS;SP;732 (BGR) Secundária;732;CDOE-73209;"";""
GUARULHOS;BGR;732 (BGR) Secundária;732;CDOE-73209;"";""
GUARULHOS;BGR;732 (BGR) Secundária;732;CDOE-73210;EM SERVIÇO;1
GUARULHOS;SP;733 (BGR) Secundária;733;CDOE-73305;"";""
GUARULHOS;SP;733 (BGR) Secundária;733;CDOE-73307;"";""
GUARULHOS;BGR;733 (BGR) Secundária;733;CDOE-73310;EM SERVIÇO;1
GUARULHOS;BGR;733 (BGR) Secundária;733;CDOE-73310;EM SERVIÇO;1
GUARULHOS;BGR;733 (BGR) Secundária;733;CDOE-73311;EM SERVIÇO;1
GUARULHOS;SP;733 (BGR) Secundária;733;CDOE-73313;"";""
GUARULHOS;BGR;734 (BGR) Secundária;734;CDOE-73401;Em Serviço;
GUARULHOS;SP;734 (BGR) Secundária;734;CDOE-73401;"";""
GUARULHOS;SP;734 (BGR) Secundária;734;CDOE-73401;"";""
GUARULHOS;SP;734 (BGR) Secundária;734;CDOE-73402;"";""
GUARULHOS;SP;734 (BGR) Secundária;734;CDOE-73402;"";""
GUARULHOS;SP;734 (BGR) Secundária;734;CDOE-73402;"";""
GUARULHOS;BGR;734 (BGR) Secundária;734;CDOE-73403;Em Serviço;
GUARULHOS;BGR;734 (BGR) Secundária;734;CDOE-73403;EM SERVIÇO;2
GUARULHOS;SP;734 (BGR) Secundária;734;CDOE-73403;"";""
GUARULHOS;BGR;734 (BGR) Secundária;734;CDOE-73403;EM SERVIÇO;3
GUARULHOS;SP;734 (BGR) Secundária;734;CDOE-73403;"";""
GUARULHOS;SP;734 (BGR) Secundária;734;CDOE-73405;"";""
GUARULHOS;BGR;734 (BGR) Secundária;734;CDOE-73405;Em Serviço;
GUARULHOS;SP;734 (BGR) Secundária;734;CDOE-73405;"";""
GUARULHOS;BGR;734 (BGR) Secundária;734;CDOE-73406;Em Serviço;
GUARULHOS;BGR;734 (BGR) Secundária;734;CDOE-73406;"";""
GUARULHOS;SP;734 (BGR) Secundária;734;CDOE-73406;"";""
GUARULHOS;SP;734 (BGR) Secundária;734;CDOE-73406;"";""
GUARULHOS;SP;734 (BGR) Secundária;734;CDOE-73406;"";""
GUARULHOS;BGR;734 (BGR) Secundária;734;CDOE-73406;"";""
GUARULHOS;SP;734 (BGR) Secundária;734;CDOE-73407;"";""
GUARULHOS;BGR;734 (BGR) Secundária;734;CDOE-73407;Em Serviço;
GUARULHOS;BGR;734 (BGR) Secundária;734;CDOE-73407;Em Serviço;
GUARULHOS;BGR;734 (BGR) Secundária;734;CDOE-73407;Em Serviço;
GUARULHOS;BGR;734 (BGR) Secundária;734;CDOE-73407;Em Serviço;
GUARULHOS;SP;734 (BGR) Secundária;734;CDOE-73407;"";""
GUARULHOS;BGR;734 (BGR) Secundária;734;CDOE-73407;Em Serviço;
GUARULHOS;BGR;734 (BGR) Secundária;734;CDOE-73407;Em Serviço;
GUARULHOS;BGR;734 (BGR) Secundária;734;CDOE-73408;Em Serviço;
GUARULHOS;BGR;734 (BGR) Secundária;734;CDOE-73408;Em Serviço;
GUARULHOS;SP;734 (BGR) Secundária;734;CDOE-73409;"";""
GUARULHOS;BGR;734 (BGR) Secundária;734;CDOE-73409;Em Serviço;
GUARULHOS;BGR;735 (BGR) Secundária;735;CDOE-73501;EM SERVIÇO;2
GUARULHOS;BGR;735 (BGR) Secundária;735;CDOE-73501;EM SERVIÇO;1
GUARULHOS;SP;735 (BGR) Secundária;735;CDOE-73501;"";""
GUARULHOS;BGR;735 (BGR) Secundária;735;CDOE-73502;EM SERVIÇO;1
GUARULHOS;SP;735 (BGR) Secundária;735;CDOE-73502;"";""
GUARULHOS;BGR;735 (BGR) Secundária;735;CDOE-73503;Em Serviço;
GUARULHOS;BGR;735 (BGR) Secundária;735;CDOE-73503;"";""
GUARULHOS;BGR;735 (BGR) Secundária;735;CDOE-73504;Em Serviço;
GUARULHOS;BGR;735 (BGR) Secundária;735;CDOE-73504;Em Serviço;
GUARULHOS;BGR;735 (BGR) Secundária;735;CDOE-73504;Em Serviço;
GUARULHOS;BGR;735 (BGR) Secundária;735;CDOE-73504;EM SERVIÇO;1
GUARULHOS;SP;735 (BGR) Secundária;735;CDOE-73504;"";""
GUARULHOS;BGR;735 (BGR) Secundária;735;CDOE-73505;Em Serviço;
GUARULHOS;BGR;735 (BGR) Secundária;735;CDOE-73505;"";""
GUARULHOS;BGR;735 (BGR) Secundária;735;CDOE-73505;EM SERVIÇO;3
GUARULHOS;SP;735 (BGR) Secundária;735;CDOE-73505;"";""
GUARULHOS;BGR;735 (BGR) Secundária;735;CDOE-73505;"";""
GUARULHOS;BGR;735 (BGR) Secundária;735;CDOE-73506;EM SERVIÇO;1
GUARULHOS;BGR;735 (BGR) Secundária;735;CDOE-73506;Em Serviço;
GUARULHOS;BGR;735 (BGR) Secundária;735;CDOE-73506;Em Serviço;
GUARULHOS;BGR;735 (BGR) Secundária;735;CDOE-73507;EM SERVIÇO;1
GUARULHOS;BGR;735 (BGR) Secundária;735;CDOE-73507;Em Serviço;
GUARULHOS;BGR;735 (BGR) Secundária;735;CDOE-73507;Em Serviço;
GUARULHOS;BGR;735 (BGR) Secundária;735;CDOE-73509;Em Serviço;
GUARULHOS;SP;735 (BGR) Secundária;735;CDOE-73509;"";""
GUARULHOS;BGR;735 (BGR) Secundária;735;CDOE-73509;Em Serviço;
GUARULHOS;BGR;735 (BGR) Secundária;735;CDOE-73509;Em Serviço;
GUARULHOS;BGR;735 (BGR) Secundária;735;CDOE-73509;EM SERVIÇO;2
GUARULHOS;SP;735 (BGR) Secundária;735;CDOE-73510;"";""
GUARULHOS;SP;735 (BGR) Secundária;735;CDOE-73511;"";""
GUARULHOS;BGR;735 (BGR) Secundária;735;CDOE-73511;Em Serviço;
GUARULHOS;BGR;735 (BGR) Secundária;735;CDOE-73512;EM SERVIÇO;2
GUARULHOS;BGR;735 (BGR) Secundária;735;CDOE-73513;EM SERVIÇO;2
GUARULHOS;SP;735 (BGR) Secundária;735;CDOE-73513;"";""
GUARULHOS;BGR;735 (BGR) Secundária;735;CDOE-73513;EM SERVIÇO;4
GUARULHOS;BGR;735 (BGR) Secundária;735;CDOE-73513;EM SERVIÇO;3
GUARULHOS;BGR;735 (BGR) Secundária;735;CDOE-73513;Em Serviço;
GUARULHOS;SP;735 (BGR) Secundária;735;CDOE-73514;"";""
GUARULHOS;BGR;735 (BGR) Secundária;735;CDOE-73514;Em Serviço;
GUARULHOS;SP;735 (BGR) Secundária;735;CDOE-73514;"";""
GUARULHOS;SP;735 (BGR) Secundária;735;CDOE-73514;"";""
GUARULHOS;BGR;735 (BGR) Secundária;735;CDOE-73515;Em Serviço;
GUARULHOS;BGR;735 (BGR) Secundária;735;CDOE-73515;EM SERVIÇO;4
GUARULHOS;SP;735 (BGR) Secundária;735;CDOE-73515;"";""
GUARULHOS;BGR;735 (BGR) Secundária;735;CDOE-73516;EM SERVIÇO;4
GUARULHOS;BGR;735 (BGR) Secundária;735;CDOE-73516;Em Serviço;
GUARULHOS;BGR;735 (BGR) Secundária;735;CDOE-73516;Em Serviço;
GUARULHOS;BGR;735 (BGR) Secundária;735;CDOE-73516;Em Serviço;
GUARULHOS;BGR;735 (BGR) Secundária;735;CDOE-73516;Em Serviço;
GUARULHOS;BGR;735 (BGR) Secundária;735;CDOE-73516;Em Serviço;
GUARULHOS;BGR;736 (BGR) Secundária;736;CDOE-73601;Em Serviço;
GUARULHOS;BGR;736 (BGR) Secundária;736;CDOE-73601;Em Serviço;
GUARULHOS;BGR;736 (BGR) Secundária;736;CDOE-73601;EM SERVIÇO;2
GUARULHOS;BGR;736 (BGR) Secundária;736;CDOE-73601;EM SERVIÇO;1
GUARULHOS;SP;736 (BGR) Secundária;736;CDOE-73604;"";""
GUARULHOS;BGR;736 (BGR) Secundária;736;CDOE-73606;Em Serviço;
GUARULHOS;BGR;736 (BGR) Secundária;736;CDOE-73607;Em Serviço;
GUARULHOS;BGR;736 (BGR) Secundária;736;CDOE-73607;Em Serviço;
GUARULHOS;BGR;736 (BGR) Secundária;736;CDOE-73608;Em Serviço;
GUARULHOS;SP;736 (BGR) Secundária;736;CDOE-73608;"";""
GUARULHOS;BGR;736 (BGR) Secundária;736;CDOE-73608;Em Serviço;
GUARULHOS;BGR;736 (BGR) Secundária;736;CDOE-73609;EM SERVIÇO;1
GUARULHOS;BGR;736 (BGR) Secundária;736;CDOE-73610;Em Serviço;
GUARULHOS;BGR;736 (BGR) Secundária;736;CDOE-73610;Em Serviço;
GUARULHOS;BGR;736 (BGR) Secundária;736;CDOE-73610;EM SERVIÇO;2
GUARULHOS;BGR;737 (BGR) Secundária;737;CDOE-73701;EM SERVIÇO;1
GUARULHOS;BGR;737 (BGR) Secundária;737;CDOE-73701;EM SERVIÇO;2
GUARULHOS;BGR;737 (BGR) Secundária;737;CDOE-73702;Em Serviço;
GUARULHOS;BGR;737 (BGR) Secundária;737;CDOE-73702;Em Serviço;
GUARULHOS;BGR;737 (BGR) Secundária;737;CDOE-73702;Em Serviço;
GUARULHOS;BGR;737 (BGR) Secundária;737;CDOE-73702;Em Serviço;
GUARULHOS;BGR;737 (BGR) Secundária;737;CDOE-73702;Em Serviço;
GUARULHOS;BGR;737 (BGR) Secundária;737;CDOE-73703;EM SERVIÇO;3
GUARULHOS;BGR;737 (BGR) Secundária;737;CDOE-73703;EM SERVIÇO;2
GUARULHOS;SP;737 (BGR) Secundária;737;CDOE-73703;"";""
GUARULHOS;BGR;737 (BGR) Secundária;737;CDOE-73703;"";""
GUARULHOS;SP;737 (BGR) Secundária;737;CDOE-73705;"";""
GUARULHOS;BGR;737 (BGR) Secundária;737;CDOE-73707;Em Serviço;
GUARULHOS;BGR;737 (BGR) Secundária;737;CDOE-73707;Em Serviço;
GUARULHOS;BGR;737 (BGR) Secundária;737;CDOE-73707;Em Serviço;
GUARULHOS;BGR;737 (BGR) Secundária;737;CDOE-73709;Em Serviço;
GUARULHOS;BGR;737 (BGR) Secundária;737;CDOE-73710;Em Serviço;
GUARULHOS;SP;737 (BGR) Secundária;737;CDOE-73710;"";""
GUARULHOS;BGR;737 (BGR) Secundária;737;CDOE-73710;EM SERVIÇO;3
GUARULHOS;BGR;737 (BGR) Secundária;737;CDOE-73712;"";""
GUARULHOS;BGR;737 (BGR) Secundária;737;CDOE-73712;EM SERVIÇO;1
GUARULHOS;BGR;737 (BGR) Secundária;737;CDOE-73712;EM SERVIÇO;3
GUARULHOS;BGR;738 (BGR) Secundária;738;CDOE-73801;EM SERVIÇO;2
GUARULHOS;BGR;738 (BGR) Secundária;738;CDOE-73801;EM SERVIÇO;1
GUARULHOS;SP;738 (BGR) Secundária;738;CDOE-73809;"";""
GUARULHOS;SP;738 (BGR) Secundária;738;CDOE-73809;"";""
GUARULHOS;BGR;738 (BGR) Secundária;738;CDOE-73810;EM SERVIÇO;2
GUARULHOS;BGR;738 (BGR) Secundária;738;CDOE-73811;EM SERVIÇO;2
GUARULHOS;BGR;738 (BGR) Secundária;738;CDOE-73811;EM SERVIÇO;1
GUARULHOS;BGR;738 (BGR) Secundária;738;CDOE-73812;"";""
GUARULHOS;SP;739 (BGR) Secundária;739;CDOE-73903;"";""
GUARULHOS;SP;739 (BGR) Secundária;739;CDOE-73903;"";""
GUARULHOS;SP;739 (BGR) Secundária;739;CDOE-73908;"";""
GUARULHOS;BGR;74 (BGR) Secundária;74;CDOE-7401;EM SERVIÇO;1
GUARULHOS;SP;74 (CSP) Secundária;74;CDOE-7401;"";""
GUARULHOS;CSP;74 (CSP) Secundária;74;CDOE-7401;EM SERVIÇO;1
GUARULHOS;CSP;74 (CSP) Secundária;74;CDOE-7403;EM SERVIÇO;1
GUARULHOS;SP;74 (BGR) Secundária;74;CDOE-7403;"";""
GUARULHOS;SP;74 (CSP) Secundária;74;CDOE-7403;"";""
GUARULHOS;CSP;74 (CSP) Secundária;74;CDOE-7403;"";""
GUARULHOS;SP;74 (BGR) Secundária;74;CDOE-7404;"";""
GUARULHOS;SP;74 (BGR) Secundária;74;CDOE-7404;"";""
GUARULHOS;CSP;74 (CSP) Secundária;74;CDOE-7404;EM SERVIÇO;3
GUARULHOS;CSP;74 (CSP) Secundária;74;CDOE-7404;EM SERVIÇO;4
GUARULHOS;CSP;74 (CSP) Secundária;74;CDOE-7404;EM SERVIÇO;2
GUARULHOS;CSP;74 (CSP) Secundária;74;CDOE-7404;EM SERVIÇO;1
GUARULHOS;CSP;74 (CSP) Secundária;74;CDOE-7405;EM SERVIÇO;1
GUARULHOS;SP;74 (BGR) Secundária;74;CDOE-7405;"";""
GUARULHOS;SP;74 (BGR) Secundária;74;CDOE-7405;"";""
GUARULHOS;CSP;74 (CSP) Secundária;74;CDOE-7405;"";""
GUARULHOS;SP;74 (CSP) Secundária;74;CDOE-7406;"";""
GUARULHOS;SP;74 (CSP) Secundária;74;CDOE-7406;"";""
GUARULHOS;CSP;74 (CSP) Secundária;74;CDOE-7406;"";""
GUARULHOS;SP;74 (CSP) Secundária;74;CDOE-7406;"";""
GUARULHOS;CSP;74 (CSP) Secundária;74;CDOE-7406;"";""
GUARULHOS;SP;74 (CSP) Secundária;74;CDOE-7407;"";""
GUARULHOS;CSP;74 (CSP) Secundária;74;CDOE-7408;"";""
GUARULHOS;CSP;74 (CSP) Secundária;74;CDOE-7409;EM SERVIÇO;1
GUARULHOS;CSP;74 (CSP) Secundária;74;CDOE-7409;EM SERVIÇO;2
GUARULHOS;SP;74 (CSP) Secundária;74;CDOE-7409;"";""
GUARULHOS;CSP;74 (CSP) Secundária;74;CDOE-7410;EM SERVIÇO;2
GUARULHOS;CSP;74 (CSP) Secundária;74;CDOE-7410;EM SERVIÇO;1
GUARULHOS;BGR;74 (BGR) Secundária;74;CDOE-7410;EM SERVIÇO;2
GUARULHOS;BGR;74 (BGR) Secundária;74;CDOE-7411;EM SERVIÇO;1
GUARULHOS;CSP;74 (CSP) Secundária;74;CDOE-7411;EM SERVIÇO;1
GUARULHOS;BGR;74 (BGR) Secundária;74;CDOE-7411;EM SERVIÇO;2
GUARULHOS;CSP;74 (CSP) Secundária;74;CDOE-7412;EM SERVIÇO;1
GUARULHOS;SP;74 (BGR) Secundária;74;CDOE-7413;"";""
GUARULHOS;BGR;74 (BGR) Secundária;74;CDOE-7413;EM SERVIÇO;1
GUARULHOS;CSP;74 (CSP) Secundária;74;CDOE-7414;EM SERVIÇO;2
GUARULHOS;BGR;74 (BGR) Secundária;74;CDOE-7416;"";""
GUARULHOS;BGR;740 (BGR) Secundária;740;CDOE-74001;"";""
GUARULHOS;SP;740 (BGR) Secundária;740;CDOE-74002;"";""
GUARULHOS;BGR;742 (BGR) Secundária;742;CDOE-74201;EM SERVIÇO;2
GUARULHOS;BGR;742 (BGR) Secundária;742;CDOE-74202;EM SERVIÇO;1
GUARULHOS;BGR;742 (BGR) Secundária;742;CDOE-74203;EM SERVIÇO;1
GUARULHOS;BGR;742 (BGR) Secundária;742;CDOE-74203;Em Serviço;
GUARULHOS;SP;742 (BGR) Secundária;742;CDOE-74203;"";""
GUARULHOS;SP;742 (BGR) Secundária;742;CDOE-74205;"";""
GUARULHOS;BGR;742 (BGR) Secundária;742;CDOE-74207;Em Serviço;
GUARULHOS;BGR;743 (BGR) Secundária;743;CDOE-74301;EM SERVIÇO;2
GUARULHOS;SP;743 (BGR) Secundária;743;CDOE-74302;"";""
GUARULHOS;SP;743 (BGR) Secundária;743;CDOE-74303;"";""
GUARULHOS;BGR;743 (BGR) Secundária;743;CDOE-74305;Em Serviço;
GUARULHOS;BGR;743 (BGR) Secundária;743;CDOE-74305;"";""
GUARULHOS;SP;743 (BGR) Secundária;743;CDOE-74305;"";""
GUARULHOS;SP;743 (BGR) Secundária;743;CDOE-74307;"";""
